expense_id,employee_id,amount,expense_type,submission_day,flagged
271,1071,101.53,Accommodation,Weekday,0
272,1165,68.32,Meals,Weekday,0
273,1178,99.78,Accommodation,Weekday,0
274,1042,137.5,Meals,Weekday,0
275,1199,134.17,Supplies,Weekday,0
276,1007,27.7,Accommodation,Weekday,0
277,1152,99.71,Meals,Weekday,0
278,1105,58.58,Travel,Weekday,0
279,1123,121.95,Supplies,Weekend,1
280,1054,141.47,Supplies,Weekday,0
281,1172,181.2,Travel,Weekday,0
282,1066,195.54,Accommodation,Weekday,0
283,1056,149.79,Meals,Weekday,0
284,1048,95.19,Supplies,Weekday,0
285,1053,89.31,Meals,Weekend,1
286,1174,147.79,Supplies,Weekday,0
287,1191,165.92,Travel,Weekday,0
288,1101,47.09,Travel,Weekday,0
289,1023,263.13,Accommodation,Weekday,0
290,1061,145.64,Supplies,Weekend,1
291,1032,170.36,Travel,Weekend,1
292,1098,147.79,Travel,Weekday,0
293,1039,57.14,Travel,Weekday,0
294,1156,93.5,Meals,Weekday,0
295,1007,73.48,Supplies,Weekday,0
296,1015,18.67,Accommodation,Weekday,0
297,1122,46.56,Meals,Weekday,0
298,1160,225.58,Accommodation,Weekday,0
299,1063,107.03,Travel,Weekday,0
300,1138,172.15,Accommodation,Weekday,0
301,1156,86.06,Accommodation,Weekday,0
302,1048,77.03,Travel,Weekday,0
303,1108,209.4,Supplies,Weekday,0
304,1087,108.97,Supplies,Weekday,0
305,1193,106.55,Meals,Weekend,1
306,1004,135.79,Accommodation,Weekend,1
307,1180,157.98,Supplies,Weekday,0
308,1043,87.91,Meals,Weekday,0
309,1134,11.1,Meals,Weekday,0
310,1069,189.39,Supplies,Weekday,0
311,1068,145.8,Supplies,Weekday,0
312,1078,67.03,Accommodation,Weekday,0
313,1154,110.29,Supplies,Weekday,0
314,1098,199.43,Supplies,Weekday,0
315,1053,214.73,Meals,Weekday,0
316,1125,100.09,Supplies,Weekday,0
317,1022,209.8,Travel,Weekday,0
318,1185,120.04,Travel,Weekday,0
319,1144,75.93,Supplies,Weekday,0
320,1116,88.31,Accommodation,Weekday,0
321,1086,226.55,Accommodation,Weekday,0
322,1045,154.77,Travel,Weekday,0
323,1102,63.1,Accommodation,Weekday,0
324,1046,181.84,Meals,Weekday,0
325,1058,184.19,Travel,Weekday,0
326,1102,95.09,Supplies,Weekday,0
327,1172,148.02,Travel,Weekday,0
328,1109,205.08,Travel,Weekday,0
329,1061,50.37,Supplies,Weekend,1
330,1053,11.32,Meals,Weekday,0
331,1124,79.57,Accommodation,Weekday,0
332,1113,14.49,Meals,Weekday,0
333,1140,45.28,Supplies,Weekday,0
334,1011,188.56,Travel,Weekend,1
335,1001,69.23,Meals,Weekday,0
336,1041,115.93,Supplies,Weekday,0
337,1181,163.5,Accommodation,Weekday,0
338,1010,191.12,Meals,Weekday,0
339,1112,140.91,Accommodation,Weekday,0
340,1077,8.34,Supplies,Weekday,0
341,1149,116.87,Meals,Weekday,0
342,1108,166.06,Supplies,Weekend,1
343,1176,130.04,Accommodation,Weekday,0
344,1036,152.87,Meals,Weekday,0
345,1035,79.63,Supplies,Weekday,0
346,1176,125.67,Travel,Weekday,0
347,1057,159.65,Supplies,Weekday,0
348,1002,205.51,Travel,Weekday,0
349,1193,81.71,Supplies,Weekday,0
350,1160,80.39,Travel,Weekday,0
351,1145,214.97,Accommodation,Weekday,0
352,1175,99.75,Supplies,Weekend,1
353,1074,133.36,Travel,Weekday,0
354,1198,135.75,Supplies,Weekday,0
355,1036,119.72,Accommodation,Weekday,0
356,1177,236.54,Meals,Weekday,0
357,1035,106.25,Meals,Weekday,0
358,1026,167.45,Meals,Weekday,0
359,1149,94.95,Meals,Weekday,0
360,1030,231.92,Accommodation,Weekday,0
361,1167,70.73,Accommodation,Weekend,1
362,1181,157.1,Accommodation,Weekday,0
363,1063,20.56,Supplies,Weekday,0
364,1197,102.38,Accommodation,Weekday,0
365,1116,153.4,Meals,Weekday,0
366,1052,32.84,Supplies,Weekday,0
367,1053,97.61,Accommodation,Weekday,0
368,1181,312.11,Travel,Weekday,0
369,1198,55.88,Accommodation,Weekday,0
370,1133,136.34,Meals,Weekday,0
371,1063,32.03,Meals,Weekday,0
372,1181,55.05,Meals,Weekday,0
373,1064,145.67,Meals,Weekday,0
374,1102,106.62,Supplies,Weekday,0
375,1173,71.18,Meals,Weekday,0
376,1169,92.0,Meals,Weekday,0
377,1113,186.51,Supplies,Weekday,0
378,1111,106.21,Accommodation,Weekday,0
379,1092,154.58,Travel,Weekday,0
380,1074,15.2,Supplies,Weekend,1
381,1055,87.3,Travel,Weekday,0
382,1167,94.4,Travel,Weekday,0
383,1014,75.55,Supplies,Weekday,0
384,1029,112.31,Meals,Weekday,0
385,1022,101.61,Supplies,Weekday,0
386,1011,163.73,Meals,Weekday,0
387,1091,186.4,Supplies,Weekday,0
388,1094,82.69,Accommodation,Weekday,0
389,1157,192.05,Travel,Weekday,0
390,1122,76.24,Supplies,Weekday,0
391,1102,127.26,Travel,Weekday,0
392,1015,40.18,Supplies,Weekday,0
393,1157,102.89,Accommodation,Weekday,0
394,1067,211.72,Supplies,Weekday,0
395,1032,128.52,Meals,Weekday,0
396,1184,104.6,Supplies,Weekend,1
397,1096,0.02,Meals,Weekday,0
398,1155,116.11,Supplies,Weekday,0
399,1025,125.77,Accommodation,Weekday,0
400,1124,91.54,Travel,Weekend,1
401,1013,99.96,Supplies,Weekend,1
402,1184,113.7,Meals,Weekday,0
403,1142,121.86,Accommodation,Weekday,0
404,1193,109.17,Meals,Weekday,0
405,1015,190.24,Accommodation,Weekday,0
406,1036,57.86,Supplies,Weekend,1
407,1010,212.75,Travel,Weekday,0
408,1010,104.14,Supplies,Weekend,1
409,1160,152.12,Meals,Weekday,0
410,1001,183.96,Accommodation,Weekday,0
411,1032,131.48,Supplies,Weekday,0
412,1062,118.07,Accommodation,Weekday,0
413,1130,128.78,Meals,Weekday,0
414,1083,3.53,Accommodation,Weekend,1
415,1032,39.24,Supplies,Weekday,0
416,1025,165.34,Meals,Weekday,0
417,1033,100.26,Supplies,Weekday,0
418,1077,68.84,Supplies,Weekday,0
419,1179,133.23,Supplies,Weekday,0
420,1092,110.58,Travel,Weekday,0
421,1193,42.4,Accommodation,Weekday,0
422,1199,176.83,Meals,Weekday,0
423,1154,187.83,Travel,Weekday,0
424,1199,132.62,Travel,Weekend,1
425,1070,129.87,Travel,Weekday,0
426,1115,119.35,Accommodation,Weekday,0
427,1093,127.19,Supplies,Weekday,0
428,1176,140.95,Meals,Weekday,0
429,1046,91.81,Meals,Weekday,0
430,1148,168.16,Travel,Weekday,0
431,1148,130.21,Accommodation,Weekday,0
432,1198,166.4,Travel,Weekday,0
433,1060,195.68,Travel,Weekend,1
434,1112,122.18,Travel,Weekend,1
435,1141,139.97,Meals,Weekday,0
436,1147,158.65,Travel,Weekday,0
437,1004,124.23,Supplies,Weekday,0
438,1158,99.35,Travel,Weekday,0
439,1189,130.98,Meals,Weekday,0
440,1139,198.04,Supplies,Weekday,0
441,1055,25.18,Meals,Weekday,0
442,1183,164.8,Supplies,Weekday,0
443,1139,129.33,Travel,Weekday,0
444,1193,88.68,Supplies,Weekday,0
445,1025,172.01,Meals,Weekend,1
446,1067,47.74,Supplies,Weekday,0
447,1029,95.95,Accommodation,Weekday,0
448,1019,198.7,Supplies,Weekday,0
449,1193,6.38,Supplies,Weekday,0
450,1108,150.06,Accommodation,Weekday,0
451,1162,206.31,Accommodation,Weekday,0
452,1078,186.22,Meals,Weekday,0
453,1050,143.91,Supplies,Weekday,0
454,1013,62.42,Supplies,Weekend,1
455,1054,173.62,Travel,Weekday,0
456,1163,82.33,Accommodation,Weekday,0
457,1112,110.68,Supplies,Weekday,0
458,1052,116.89,Travel,Weekday,0
459,1181,46.15,Supplies,Weekday,0
460,1190,197.63,Meals,Weekday,0
461,1185,114.5,Supplies,Weekday,0
462,1154,115.67,Supplies,Weekday,0
463,1001,83.29,Travel,Weekday,0
464,1115,77.5,Meals,Weekday,0
465,1077,157.02,Travel,Weekday,0
466,1090,158.58,Travel,Weekend,1
467,1022,298.33,Meals,Weekday,0
468,1162,101.32,Meals,Weekday,0
469,1061,94.59,Supplies,Weekday,0
470,1111,186.43,Travel,Weekday,0
471,1071,170.49,Travel,Weekday,0
472,1058,102.63,Meals,Weekday,0
473,1191,141.18,Supplies,Weekday,0
474,1091,213.64,Meals,Weekend,1
475,1168,48.55,Supplies,Weekday,0
476,1160,75.47,Accommodation,Weekday,0
477,1136,145.74,Supplies,Weekday,0
478,1125,79.43,Supplies,Weekday,0
479,1078,82.41,Accommodation,Weekday,0
480,1073,193.66,Travel,Weekday,0
481,1048,144.8,Meals,Weekday,0
482,1001,116.71,Supplies,Weekday,0
483,1130,73.37,Meals,Weekday,0
484,1150,142.0,Supplies,Weekday,0
485,1018,190.33,Travel,Weekday,0
486,1017,42.5,Accommodation,Weekday,0
487,1162,46.72,Meals,Weekday,0
488,1181,160.81,Travel,Weekday,0
489,1187,86.49,Supplies,Weekday,0
490,1136,71.48,Travel,Weekend,1
491,1093,79.16,Travel,Weekday,0
492,1179,165.4,Meals,Weekend,1
493,1177,163.56,Accommodation,Weekday,0
494,1011,143.75,Supplies,Weekday,0
495,1016,94.3,Accommodation,Weekday,0
496,1084,71.08,Supplies,Weekday,0
497,1048,83.81,Travel,Weekday,0
498,1175,66.69,Meals,Weekday,0
499,1026,96.44,Meals,Weekday,0
500,1141,122.17,Meals,Weekday,0
501,1182,164.31,Accommodation,Weekday,0
502,1117,122.27,Accommodation,Weekday,0
503,1140,109.88,Travel,Weekday,0
504,1002,222.08,Supplies,Weekday,0
505,1191,88.81,Supplies,Weekday,0
506,1100,158.53,Meals,Weekday,0
507,1119,151.32,Meals,Weekday,0
508,1071,152.09,Meals,Weekday,0
509,1098,175.76,Travel,Weekday,0
510,1150,48.78,Meals,Weekday,0
511,1099,177.26,Supplies,Weekday,0
512,1038,143.03,Accommodation,Weekday,0
513,1057,96.24,Meals,Weekday,0
514,1017,157.8,Travel,Weekday,0
515,1112,130.68,Accommodation,Weekday,0
516,1181,63.45,Supplies,Weekday,0
517,1030,1.42,Accommodation,Weekday,0
518,1063,41.29,Accommodation,Weekend,1
519,1041,77.14,Supplies,Weekday,0
520,1036,143.7,Meals,Weekend,1
521,1110,33.64,Travel,Weekend,1
522,1104,144.62,Supplies,Weekday,0
523,1069,138.74,Travel,Weekday,0
524,1099,243.43,Accommodation,Weekday,0
525,1104,141.65,Accommodation,Weekday,0
526,1087,4.19,Accommodation,Weekday,0
527,1096,188.74,Travel,Weekday,0
528,1114,65.26,Supplies,Weekday,0
529,1041,62.07,Supplies,Weekday,0
530,1113,108.31,Accommodation,Weekday,0
531,1028,153.06,Travel,Weekday,0
532,1116,103.54,Meals,Weekday,0
533,1197,120.6,Supplies,Weekday,0
534,1130,65.19,Meals,Weekday,0
535,1145,49.93,Accommodation,Weekday,0
536,1084,132.09,Accommodation,Weekday,0
537,1156,28.52,Accommodation,Weekday,0
538,1051,77.2,Supplies,Weekday,0
539,1116,100.16,Meals,Weekday,0
540,1041,134.08,Supplies,Weekend,1
541,1051,104.37,Meals,Weekday,0
542,1163,100.96,Travel,Weekday,0
543,1135,46.17,Supplies,Weekday,0
544,1126,95.15,Meals,Weekday,0
545,1001,105.02,Travel,Weekday,0
546,1050,144.99,Meals,Weekday,0
547,1142,71.99,Accommodation,Weekday,0
548,1103,66.36,Supplies,Weekday,0
549,1016,47.26,Travel,Weekend,1
550,1140,129.1,Travel,Weekend,1
551,1181,98.98,Supplies,Weekday,0
552,1127,111.95,Meals,Weekend,1
553,1152,91.57,Supplies,Weekday,0
554,1108,93.95,Accommodation,Weekday,0
555,1074,83.54,Meals,Weekday,0
556,1160,150.05,Supplies,Weekday,0
557,1077,122.47,Supplies,Weekday,0
558,1097,208.07,Supplies,Weekend,1
559,1149,101.79,Meals,Weekday,0
560,1171,214.56,Meals,Weekday,0
561,1131,102.94,Accommodation,Weekday,0
562,1107,150.62,Accommodation,Weekend,1
563,1153,83.34,Accommodation,Weekday,0
564,1128,149.06,Meals,Weekday,0
565,1009,18.46,Travel,Weekend,1
566,1099,45.16,Travel,Weekend,1
567,1001,61.23,Meals,Weekday,0
568,1028,243.17,Meals,Weekday,0
569,1152,183.23,Accommodation,Weekday,0
570,1124,135.55,Travel,Weekend,1
571,1059,95.05,Supplies,Weekday,0
572,1088,85.1,Supplies,Weekend,1
573,1012,83.63,Meals,Weekday,0
574,1167,160.5,Supplies,Weekend,1
575,1161,125.43,Meals,Weekday,0
576,1034,173.94,Travel,Weekday,0
577,1078,153.65,Meals,Weekday,0
578,1038,144.82,Travel,Weekday,0
579,1041,72.95,Supplies,Weekday,0
580,1024,72.78,Meals,Weekday,0
581,1141,127.84,Meals,Weekday,0
582,1082,142.8,Accommodation,Weekday,0
583,1109,108.45,Meals,Weekday,0
584,1085,45.33,Travel,Weekday,0
585,1000,133.4,Supplies,Weekday,0
586,1166,165.4,Meals,Weekend,1
587,1029,53.81,Supplies,Weekday,0
588,1132,102.45,Travel,Weekday,0
589,1198,63.21,Supplies,Weekend,1
590,1189,177.39,Meals,Weekday,0
591,1158,239.79,Meals,Weekday,0
592,1134,198.84,Travel,Weekday,0
593,1126,25.06,Supplies,Weekday,0
594,1028,140.77,Meals,Weekday,0
595,1050,153.01,Travel,Weekday,0
596,1116,224.07,Supplies,Weekday,0
597,1078,85.3,Meals,Weekend,1
598,1178,112.54,Travel,Weekday,0
599,1093,49.25,Accommodation,Weekday,0
600,1198,39.09,Travel,Weekday,0
601,1068,124.07,Travel,Weekday,0
602,1013,208.06,Travel,Weekday,0
603,1093,121.72,Travel,Weekday,0
604,1022,122.97,Supplies,Weekday,0
605,1079,44.07,Accommodation,Weekday,0
606,1087,128.71,Meals,Weekday,0
607,1042,86.76,Supplies,Weekday,0
608,1055,92.72,Travel,Weekday,0
609,1148,222.49,Meals,Weekday,0
610,1106,93.68,Travel,Weekend,1
611,1157,99.57,Accommodation,Weekday,0
612,1108,133.12,Travel,Weekday,0
613,1167,91.91,Meals,Weekday,0
614,1093,73.31,Supplies,Weekday,0
615,1101,12.57,Accommodation,Weekday,0
616,1021,86.97,Accommodation,Weekend,1
617,1129,234.36,Meals,Weekday,0
618,1150,46.59,Accommodation,Weekday,0
619,1105,20.07,Supplies,Weekday,0
620,1189,201.24,Accommodation,Weekday,0
621,1029,110.44,Accommodation,Weekend,1
622,1154,146.39,Travel,Weekday,0
623,1036,125.82,Travel,Weekday,0
624,1069,127.64,Supplies,Weekday,0
625,1015,99.33,Travel,Weekday,0
626,1123,74.67,Accommodation,Weekday,0
627,1019,118.7,Supplies,Weekday,0
628,1073,185.85,Supplies,Weekday,0
629,1173,180.11,Meals,Weekday,0
630,1101,154.86,Travel,Weekday,0
631,1122,113.72,Meals,Weekend,1
632,1073,129.09,Meals,Weekday,0
633,1152,171.41,Travel,Weekday,0
634,1058,28.4,Meals,Weekday,0
635,1159,228.25,Accommodation,Weekday,0
636,1144,180.45,Travel,Weekday,0
637,1137,230.92,Travel,Weekday,0
638,1144,138.75,Meals,Weekend,1
639,1129,88.53,Travel,Weekday,0
640,1065,147.8,Travel,Weekday,0
641,1028,165.33,Travel,Weekday,0
642,1122,235.58,Accommodation,Weekday,0
643,1131,102.41,Travel,Weekday,0
644,1029,95.21,Meals,Weekend,1
645,1188,183.57,Supplies,Weekend,1
646,1185,105.96,Meals,Weekday,0
647,1161,83.9,Accommodation,Weekday,0
648,1077,87.79,Supplies,Weekday,0
649,1151,1.23,Supplies,Weekday,0
650,1087,77.39,Supplies,Weekday,0
651,1081,145.31,Accommodation,Weekday,0
652,1024,119.69,Travel,Weekend,1
653,1088,148.15,Supplies,Weekend,1
654,1104,199.57,Accommodation,Weekday,0
655,1024,263.29,Travel,Weekday,0
656,1157,103.66,Accommodation,Weekday,0
657,1182,51.71,Accommodation,Weekday,0
658,1088,93.68,Accommodation,Weekday,0
659,1151,166.34,Travel,Weekday,0
660,1126,268.02,Travel,Weekday,0
661,1166,129.68,Meals,Weekday,0
662,1001,148.72,Supplies,Weekday,0
663,1161,106.25,Meals,Weekday,0
664,1015,129.23,Accommodation,Weekday,0
665,1175,194.52,Travel,Weekday,0
666,1151,168.48,Meals,Weekend,1
667,1177,116.57,Travel,Weekday,0
668,1129,135.15,Meals,Weekday,0
669,1038,97.92,Travel,Weekday,0
670,1102,191.37,Travel,Weekend,1
671,1186,231.44,Meals,Weekday,0
672,1150,67.83,Travel,Weekday,0
673,1011,72.51,Accommodation,Weekend,1
